condition_name,condition_slug,symptom_names,symptom_slugs,symptom_probabilities,text,num_symptoms,max_symptom_probability,mean_symptom_probability,urgent_score,gp_score,self_score,label,override_applied,text_len_words,label_numeric
Lichen simplex,lichen-simplex,"['Skin rash', 'Itching of skin', 'Skin lesion', 'Skin irritation', 'Acne or pimples', 'Vaginal itching', 'Itchy scalp']","['skin-rash', 'itching-of-skin', 'skin-lesion', 'skin-irritation', 'acne-or-pimples', 'vaginal-itching', 'itchy-scalp']","[82, 71, 47, 22, 22, 22, 22]","Condition: Lichen simplex. Patient reports: Skin rash, Itching of skin, Skin lesion, Skin irritation, Acne or pimples, Vaginal itching, Itchy scalp.",7,82,41.142857142857146,0,1,0,consult_gp,False,21,1
Infection of open wound,infection-of-open-wound,"['Abnormal appearing skin', 'Leg pain', 'Fever', 'Hand or finger swelling', 'Skin lesion', 'Skin on arm or hand looks infected', 'Leg swelling']","['abnormal-appearing-skin', 'leg-pain', 'fever', 'hand-or-finger-swelling', 'skin-lesion', 'skin-on-arm-or-hand-looks-infected', 'leg-swelling']","[46, 29, 29, 22, 22, 22, 22]","Condition: Infection of open wound. Patient reports: Abnormal appearing skin, Leg pain, Fever, Hand or finger swelling, Skin lesion, Skin on arm or hand looks infected, Leg swelling.",7,46,27.428571428571427,0,1,0,consult_gp,False,28,1
Foreign body in the gastrointestinal tract,foreign-body-in-the-gastrointestinal-tract,"['Difficulty in swallowing', 'Vomiting', 'Sharp abdominal pain', 'Regurgitation', 'Vomiting blood', 'Throat feels tight', 'Lump in throat']","['difficulty-in-swallowing', 'vomiting', 'sharp-abdominal-pain', 'regurgitation', 'vomiting-blood', 'throat-feels-tight', 'lump-in-throat']","[48, 32, 26, 10, 10, 7, 7]","Condition: Foreign body in the gastrointestinal tract. Patient reports: Difficulty in swallowing, Vomiting, Sharp abdominal pain, Regurgitation, Vomiting blood, Throat feels tight, Lump in throat.",7,48,20.0,1,2,0,urgent,False,25,2
Central atherosclerosis,central-atherosclerosis,"['Shortness of breath', 'Fatigue', 'Blood in urine', 'Excessive urination at night', 'Weight gain', 'Symptoms of the kidneys', 'Muscle pain']","['shortness-of-breath', 'fatigue', 'blood-in-urine', 'excessive-urination-at-night', 'weight-gain', 'symptoms-of-the-kidneys', 'muscle-pain']","[43, 31, 23, 23, 13, 13, 13]","Condition: Central atherosclerosis. Patient reports: Shortness of breath, Fatigue, Blood in urine, Excessive urination at night, Weight gain, Symptoms of the kidneys, Muscle pain.",7,43,22.714285714285715,1,2,0,urgent,False,24,2
Peripheral arterial disease,peripheral-arterial-disease,"['Skin lesion', 'Leg pain', 'Foot or toe pain', 'Poor circulation', 'Lymphedema', 'Leg cramps or spasms', 'Feeling cold']","['skin-lesion', 'leg-pain', 'foot-or-toe-pain', 'poor-circulation', 'lymphedema', 'leg-cramps-or-spasms', 'feeling-cold']","[55, 51, 24, 8, 6, 4, 3]","Condition: Peripheral arterial disease. Patient reports: Skin lesion, Leg pain, Foot or toe pain, Poor circulation, Lymphedema, Leg cramps or spasms, Feeling cold.",7,55,21.571428571428573,0,1,0,consult_gp,False,23,1
Tinnitus of unknown cause,tinnitus-of-unknown-cause,"['Ringing in ear', 'Diminished hearing', 'Dizziness', 'Ear pain', 'Headache', 'Plugged feeling in ear', 'Itchy ear(s)']","['ringing-in-ear', 'diminished-hearing', 'dizziness', 'ear-pain', 'headache', 'plugged-feeling-in-ear', 'itchy-ear-s']","[91, 69, 60, 41, 37, 34, 9]","Condition: Tinnitus of unknown cause. Patient reports: Ringing in ear, Diminished hearing, Dizziness, Ear pain, Headache, Plugged feeling in ear, Itchy ear(s).",7,91,48.71428571428572,0,3,0,self_monitor,True,22,0
Open wound of the foot,open-wound-of-the-foot,"['Foot or toe pain', 'Skin lesion', 'Foot or toe swelling', 'Skin on leg or foot looks infected', 'Irregular appearing nails', 'Foot or toe lump or mass', 'Skin pain']","['foot-or-toe-pain', 'skin-lesion', 'foot-or-toe-swelling', 'skin-on-leg-or-foot-looks-infected', 'irregular-appearing-nails', 'foot-or-toe-lump-or-mass', 'skin-pain']","[44, 23, 10, 6, 4, 1, 1]","Condition: Open wound of the foot. Patient reports: Foot or toe pain, Skin lesion, Foot or toe swelling, Skin on leg or foot looks infected, Irregular appearing nails, Foot or toe lump or mass, Skin pain.",7,44,12.714285714285714,0,0,0,self_monitor,False,36,0
Coagulation (bleeding) disorder,coagulation-bleeding-disorder,"['Leg pain', 'Leg swelling', 'Nosebleed', 'Blood in urine', 'Eye redness', 'Melena', 'Lymphedema']","['leg-pain', 'leg-swelling', 'nosebleed', 'blood-in-urine', 'eye-redness', 'melena', 'lymphedema']","[30, 17, 17, 17, 11, 8, 8]","Condition: Coagulation (bleeding) disorder. Patient reports: Leg pain, Leg swelling, Nosebleed, Blood in urine, Eye redness, Melena, Lymphedema.",7,30,15.428571428571429,1,2,0,urgent,False,18,2
Hydronephrosis,hydronephrosis,"['Side pain', 'Sharp abdominal pain', 'Back pain', 'Nausea', 'Vomiting', 'Blood in urine', 'Suprapubic pain']","['side-pain', 'sharp-abdominal-pain', 'back-pain', 'nausea', 'vomiting', 'blood-in-urine', 'suprapubic-pain']","[67, 56, 39, 34, 32, 23, 23]","Condition: Hydronephrosis. Patient reports: Side pain, Sharp abdominal pain, Back pain, Nausea, Vomiting, Blood in urine, Suprapubic pain.",7,67,39.142857142857146,1,4,0,urgent,False,18,2
Developmental disability,developmental-disability,"['Depressive or psychotic symptoms', 'Seizures', 'Hostile behavior', 'Lack of growth', 'Difficulty speaking', 'Temper problems', 'Obsessions and compulsions']","['depressive-or-psychotic-symptoms', 'seizures', 'hostile-behavior', 'lack-of-growth', 'difficulty-speaking', 'temper-problems', 'obsessions-and-compulsions']","[47, 34, 26, 24, 20, 9, 7]","Condition: Developmental disability. Patient reports: Depressive or psychotic symptoms, Seizures, Hostile behavior, Lack of growth, Difficulty speaking, Temper problems, Obsessions and compulsions.",7,47,23.857142857142858,1,0,0,urgent,False,22,2
Atrophy of the corpus cavernosum,atrophy-of-the-corpus-cavernosum,"['Penis pain', 'Bumps on penis', 'Abnormal appearing skin', 'Skin growth', 'Impotence', 'Fever', 'Temper problems']","['penis-pain', 'bumps-on-penis', 'abnormal-appearing-skin', 'skin-growth', 'impotence', 'fever', 'temper-problems']","[53, 53, 42, 35, 26, 26, 15]","Condition: Atrophy of the corpus cavernosum. Patient reports: Penis pain, Bumps on penis, Abnormal appearing skin, Skin growth, Impotence, Fever, Temper problems.",7,53,35.714285714285715,0,1,0,consult_gp,False,22,1
Varicose veins,varicose-veins,"['Skin lesion', 'Leg pain', 'Peripheral edema', 'Ache all over', 'Lymphedema', 'Leg swelling', 'Leg cramps or spasms']","['skin-lesion', 'leg-pain', 'peripheral-edema', 'ache-all-over', 'lymphedema', 'leg-swelling', 'leg-cramps-or-spasms']","[65, 50, 26, 24, 22, 20, 6]","Condition: Varicose veins. Patient reports: Skin lesion, Leg pain, Peripheral edema, Ache all over, Lymphedema, Leg swelling, Leg cramps or spasms.",7,65,30.428571428571427,0,1,0,self_monitor,True,21,0
Kidney disease due to longstanding hypertension,kidney-disease-due-to-longstanding-hypertension,"['Shortness of breath', 'Symptoms of the kidneys', 'Difficulty speaking', 'Incontinence of stool', 'Foot or toe cramps or spasms', 'Unusual color or odor to urine', 'Excessive appetite']","['shortness-of-breath', 'symptoms-of-the-kidneys', 'difficulty-speaking', 'incontinence-of-stool', 'foot-or-toe-cramps-or-spasms', 'unusual-color-or-odor-to-urine', 'excessive-appetite']","[31, 24, 3, 2, 2, 2, 2]","Condition: Kidney disease due to longstanding hypertension. Patient reports: Shortness of breath, Symptoms of the kidneys, Difficulty speaking, Incontinence of stool, Foot or toe cramps or spasms, Unusual color or odor to urine, Excessive appetite.",7,31,9.428571428571429,1,0,0,urgent,False,35,2
Hypertrophic obstructive cardiomyopathy (HOCM),hypertrophic-obstructive-cardiomyopathy-hocm,"['Sharp chest pain', 'Difficulty breathing', 'Anxiety and nervousness', 'Chest tightness', 'Leg swelling', 'Joint pain', 'Cough']","['sharp-chest-pain', 'difficulty-breathing', 'anxiety-and-nervousness', 'chest-tightness', 'leg-swelling', 'joint-pain', 'cough']","[64, 36, 36, 36, 36, 36, 36]","Condition: Hypertrophic obstructive cardiomyopathy (HOCM). Patient reports: Sharp chest pain, Difficulty breathing, Anxiety and nervousness, Chest tightness, Leg swelling, Joint pain, Cough.",7,64,40.0,3,1,0,urgent,False,22,2
Ingrown toe nail,ingrown-toe-nail,"['Irregular appearing nails', 'Foot or toe pain', 'Skin on leg or foot looks infected', 'Foot or toe swelling', 'Abnormal appearing skin', 'Skin dryness, peeling, scaliness, or roughness', 'Skin growth']","['irregular-appearing-nails', 'foot-or-toe-pain', 'skin-on-leg-or-foot-looks-infected', 'foot-or-toe-swelling', 'abnormal-appearing-skin', 'skin-dryness-peeling-scaliness-or-roughness', 'skin-growth']","[87, 73, 46, 32, 26, 12, 10]","Condition: Ingrown toe nail. Patient reports: Irregular appearing nails, Foot or toe pain, Skin on leg or foot looks infected, Foot or toe swelling, Abnormal appearing skin, Skin dryness, peeling, scaliness, or roughness, Skin growth.",7,87,40.85714285714285,0,0,0,self_monitor,False,35,0
Overflow incontinence,overflow-incontinence,"['Retention of urine', 'Involuntary urination', 'Symptoms of bladder', 'Frequent urination', 'Suprapubic pain', 'Blood in urine', 'Excessive urination at night']","['retention-of-urine', 'involuntary-urination', 'symptoms-of-bladder', 'frequent-urination', 'suprapubic-pain', 'blood-in-urine', 'excessive-urination-at-night']","[55, 41, 35, 33, 33, 27, 15]","Condition: Overflow incontinence. Patient reports: Retention of urine, Involuntary urination, Symptoms of bladder, Frequent urination, Suprapubic pain, Blood in urine, Excessive urination at night.",7,55,34.142857142857146,0,1,0,consult_gp,False,24,1
Open wound of the jaw,open-wound-of-the-jaw,"['Facial pain', 'Lip swelling', 'Symptoms of the face', 'Wrist swelling', 'Mouth pain']","['facial-pain', 'lip-swelling', 'symptoms-of-the-face', 'wrist-swelling', 'mouth-pain']","[10, 10, 4, 4, 4]","Condition: Open wound of the jaw. Patient reports: Facial pain, Lip swelling, Symptoms of the face, Wrist swelling, Mouth pain.",5,10,6.4,0,0,0,self_monitor,False,20,0
Brachial neuritis,brachial-neuritis,"['Neck pain', 'Shoulder pain', 'Arm pain', 'Loss of sensation', 'Back pain', 'Headache', 'Low back pain']","['neck-pain', 'shoulder-pain', 'arm-pain', 'loss-of-sensation', 'back-pain', 'headache', 'low-back-pain']","[86, 70, 68, 63, 46, 40, 34]","Condition: Brachial neuritis. Patient reports: Neck pain, Shoulder pain, Arm pain, Loss of sensation, Back pain, Headache, Low back pain.",7,86,58.142857142857146,0,2,0,consult_gp,False,20,1
Tricuspid valve disease,tricuspid-valve-disease,"['Anxiety and nervousness', 'Drainage in throat', 'Back pain', 'Excessive growth', 'Itchy eyelid', 'Cross-eyed', 'Wrist weakness']","['anxiety-and-nervousness', 'drainage-in-throat', 'back-pain', 'excessive-growth', 'itchy-eyelid', 'cross-eyed', 'wrist-weakness']","[51, 51, 51, 4, 4, 4, 4]","Condition: Tricuspid valve disease. Patient reports: Anxiety and nervousness, Drainage in throat, Back pain, Excessive growth, Itchy eyelid, Cross-eyed, Wrist weakness.",7,51,24.142857142857142,0,1,0,consult_gp,False,21,1
Systemic lupus erythematosis (SLE),systemic-lupus-erythematosis-sle,"['Sharp chest pain', 'Ache all over', 'Joint pain', 'Knee pain', 'Leg swelling', 'Muscle pain', 'Joint swelling']","['sharp-chest-pain', 'ache-all-over', 'joint-pain', 'knee-pain', 'leg-swelling', 'muscle-pain', 'joint-swelling']","[29, 26, 24, 24, 8, 8, 4]","Condition: Systemic lupus erythematosis (SLE). Patient reports: Sharp chest pain, Ache all over, Joint pain, Knee pain, Leg swelling, Muscle pain, Joint swelling.",7,29,17.571428571428573,1,1,0,urgent,False,23,2
Rotator cuff injury,rotator-cuff-injury,"['Shoulder pain', 'Arm pain', 'Shoulder stiffness or tightness', 'Shoulder weakness', 'Arm cramps or spasms', 'Arm stiffness or tightness', 'Neck stiffness or tightness']","['shoulder-pain', 'arm-pain', 'shoulder-stiffness-or-tightness', 'shoulder-weakness', 'arm-cramps-or-spasms', 'arm-stiffness-or-tightness', 'neck-stiffness-or-tightness']","[94, 31, 18, 9, 4, 4, 4]","Condition: Rotator cuff injury. Patient reports: Shoulder pain, Arm pain, Shoulder stiffness or tightness, Shoulder weakness, Arm cramps or spasms, Arm stiffness or tightness, Neck stiffness or tightness.",7,94,23.428571428571427,0,0,0,self_monitor,False,28,0
Sarcoidosis,sarcoidosis,"['Cough', 'Shortness of breath', 'Fatigue', 'Sharp chest pain', 'Headache', 'Peripheral edema', 'Pain in eye']","['cough', 'shortness-of-breath', 'fatigue', 'sharp-chest-pain', 'headache', 'peripheral-edema', 'pain-in-eye']","[53, 46, 28, 28, 25, 21, 18]","Condition: Sarcoidosis. Patient reports: Cough, Shortness of breath, Fatigue, Sharp chest pain, Headache, Peripheral edema, Pain in eye.",7,53,31.285714285714285,2,3,0,urgent,False,18,2
Problem during pregnancy,problem-during-pregnancy,"['Sharp abdominal pain', 'Pain during pregnancy', 'Problems during pregnancy', 'Lower abdominal pain', 'Spotting or bleeding during pregnancy', 'Nausea', 'Headache']","['sharp-abdominal-pain', 'pain-during-pregnancy', 'problems-during-pregnancy', 'lower-abdominal-pain', 'spotting-or-bleeding-during-pregnancy', 'nausea', 'headache']","[76, 75, 49, 39, 36, 32, 31]","Condition: Problem during pregnancy. Patient reports: Sharp abdominal pain, Pain during pregnancy, Problems during pregnancy, Lower abdominal pain, Spotting or bleeding during pregnancy, Nausea, Headache.",7,76,48.285714285714285,0,2,0,consult_gp,False,25,1
Lymphoma,lymphoma,"['Fatigue', 'Neck mass', 'Regurgitation', 'Hoarse voice', 'Muscle pain', 'Mouth pain', 'Symptoms of the kidneys']","['fatigue', 'neck-mass', 'regurgitation', 'hoarse-voice', 'muscle-pain', 'mouth-pain', 'symptoms-of-the-kidneys']","[24, 5, 4, 3, 3, 2, 2]","Condition: Lymphoma. Patient reports: Fatigue, Neck mass, Regurgitation, Hoarse voice, Muscle pain, Mouth pain, Symptoms of the kidneys.",7,24,6.142857142857143,0,1,0,consult_gp,False,18,1
Oral mucosal lesion,oral-mucosal-lesion,"['Toothache', 'Mouth pain', 'Mouth ulcer', 'Sore throat', 'Tongue lesions', 'Lip swelling', 'Fever']","['toothache', 'mouth-pain', 'mouth-ulcer', 'sore-throat', 'tongue-lesions', 'lip-swelling', 'fever']","[60, 52, 50, 48, 40, 38, 34]","Condition: Oral mucosal lesion. Patient reports: Toothache, Mouth pain, Mouth ulcer, Sore throat, Tongue lesions, Lip swelling, Fever.",7,60,46.0,0,2,0,consult_gp,False,18,1
Premenstrual tension syndrome,premenstrual-tension-syndrome,"['Premenstrual tension or irritability', 'Headache', 'Unpredictable menstruation', 'Back pain', 'Long menstrual periods', 'Depressive or psychotic symptoms', 'Painful menstruation']","['premenstrual-tension-or-irritability', 'headache', 'unpredictable-menstruation', 'back-pain', 'long-menstrual-periods', 'depressive-or-psychotic-symptoms', 'painful-menstruation']","[64, 56, 40, 35, 35, 28, 28]","Condition: Premenstrual tension syndrome. Patient reports: Premenstrual tension or irritability, Headache, Unpredictable menstruation, Back pain, Long menstrual periods, Depressive or psychotic symptoms, Painful menstruation.",7,64,40.85714285714285,0,2,0,consult_gp,False,24,1
Teething syndrome,teething-syndrome,"['Fever', 'Pulling at ears', 'Cough', 'Irritable infant', 'Nasal congestion', 'Diarrhea', 'Ear pain']","['fever', 'pulling-at-ears', 'cough', 'irritable-infant', 'nasal-congestion', 'diarrhea', 'ear-pain']","[82, 65, 65, 65, 63, 46, 40]","Condition: Teething syndrome. Patient reports: Fever, Pulling at ears, Cough, Irritable infant, Nasal congestion, Diarrhea, Ear pain.",7,82,60.85714285714285,0,3,1,consult_gp,False,17,1
Alcohol withdrawal,alcohol-withdrawal,"['Abusing alcohol', 'Seizures', 'Abnormal involuntary movements', 'Nausea', 'Depressive or psychotic symptoms', 'Vomiting', 'Dizziness']","['abusing-alcohol', 'seizures', 'abnormal-involuntary-movements', 'nausea', 'depressive-or-psychotic-symptoms', 'vomiting', 'dizziness']","[67, 66, 55, 36, 36, 31, 29]","Condition: Alcohol withdrawal. Patient reports: Abusing alcohol, Seizures, Abnormal involuntary movements, Nausea, Depressive or psychotic symptoms, Vomiting, Dizziness.",7,67,45.71428571428572,1,2,0,urgent,False,18,2
Factitious disorder,factitious-disorder,"['Disturbance of memory', 'Depressive or psychotic symptoms', 'Depression', 'Loss of sensation', 'Paresthesia', 'Lip swelling', 'Itchy eyelid']","['disturbance-of-memory', 'depressive-or-psychotic-symptoms', 'depression', 'loss-of-sensation', 'paresthesia', 'lip-swelling', 'itchy-eyelid']","[81, 72, 54, 54, 54, 54, 5]","Condition: Factitious disorder. Patient reports: Disturbance of memory, Depressive or psychotic symptoms, Depression, Loss of sensation, Paresthesia, Lip swelling, Itchy eyelid.",7,81,53.42857142857143,0,0,0,self_monitor,False,21,0
Endometrial hyperplasia,endometrial-hyperplasia,"['Vaginal bleeding after menopause', 'Heavy menstrual flow', 'Unpredictable menstruation', 'Involuntary urination', 'Vaginal discharge', 'Pelvic pain', 'Pus in sputum']","['vaginal-bleeding-after-menopause', 'heavy-menstrual-flow', 'unpredictable-menstruation', 'involuntary-urination', 'vaginal-discharge', 'pelvic-pain', 'pus-in-sputum']","[53, 45, 35, 21, 21, 21, 1]","Condition: Endometrial hyperplasia. Patient reports: Vaginal bleeding after menopause, Heavy menstrual flow, Unpredictable menstruation, Involuntary urination, Vaginal discharge, Pelvic pain, Pus in sputum.",7,53,28.142857142857142,0,0,0,self_monitor,False,23,0
Injury to internal organ,injury-to-internal-organ,"['Sharp abdominal pain', 'Side pain', 'Sharp chest pain', 'Rib pain', 'Ache all over', 'Back pain', 'Blood in urine']","['sharp-abdominal-pain', 'side-pain', 'sharp-chest-pain', 'rib-pain', 'ache-all-over', 'back-pain', 'blood-in-urine']","[42, 33, 30, 30, 26, 26, 22]","Condition: Injury to internal organ. Patient reports: Sharp abdominal pain, Side pain, Sharp chest pain, Rib pain, Ache all over, Back pain, Blood in urine.",7,42,29.857142857142858,1,3,0,urgent,False,25,2
Spherocytosis,spherocytosis,"['Skin rash', 'Cough', 'Fever', 'Leg pain', 'Neck pain', 'Jaundice', 'Sharp abdominal pain']","['skin-rash', 'cough', 'fever', 'leg-pain', 'neck-pain', 'jaundice', 'sharp-abdominal-pain']","[63, 45, 45, 45, 45, 45, 45]","Condition: Spherocytosis. Patient reports: Skin rash, Cough, Fever, Leg pain, Neck pain, Jaundice, Sharp abdominal pain.",7,63,47.57142857142857,0,3,0,consult_gp,False,16,1
Ischemic heart disease,ischemic-heart-disease,"['Sharp chest pain', 'Shortness of breath', 'Difficulty breathing', 'Palpitations', 'Dizziness', 'Fatigue', 'Chest tightness']","['sharp-chest-pain', 'shortness-of-breath', 'difficulty-breathing', 'palpitations', 'dizziness', 'fatigue', 'chest-tightness']","[57, 48, 32, 31, 28, 27, 26]","Condition: Ischemic heart disease. Patient reports: Sharp chest pain, Shortness of breath, Difficulty breathing, Palpitations, Dizziness, Fatigue, Chest tightness.",7,57,35.57142857142857,4,3,0,urgent,False,19,2
